Board,Grade,Subject,Chapter,Topic,Type,Difficulty,Marks,QuestionText_EN,QuestionText_UR,OptionA_EN,OptionB_EN,OptionC_EN,OptionD_EN,OptionA_UR,OptionB_UR,OptionC_UR,OptionD_UR,CorrectAnswer,Sources,ImageURL
"Punjab Board","Class 9","Biology","Chapter 10","10.1 TYPES OF ASEXUAL REPRODUCTION","MCQ","Medium","1","Source of budding in garlic:","لہسن میں بڈنگ کا ذریعہ:","Bulbs","Rhizomes","Corms","stem tumors","ببلز","رائی زومز","کورمز","سٹیم ٹیوبر","C","Additional",""
"Punjab Board","Class 9","Biology","Chapter 10","10.1 TYPES OF ASEXUAL REPRODUCTION","MCQ","Medium","1","Source of budding in bananas:","کیلے میں بڈنگ کا ذریعہ:","Bulbs","Rhizome","Stem tubers","Corms","ببلز","رائی زوم","سٹیم ٹیوبرز","کوزمز","A","Additional",""
"Punjab Board","Class 9","Biology","Chapter 10","10.1 TYPES OF ASEXUAL REPRODUCTION","MCQ","Medium","1","Bryophyllum reproduces by:","برائیو فائیلم پروڈکشن کرتا ہےبذریعہ:","Stem","Modified leaves","Stolen","Tuber","تنا","ترمیم شدہ پتا","سٹولون","ٹیوبر","B","Additional",""
"Punjab Board","Class 9","Biology","Chapter 10","10.1 TYPES OF ASEXUAL REPRODUCTION","MCQ","Medium","1","These are horizontal stem:","یہ افقی تنے ہیں:","Tubers","Rhizomes","Suckers","None","ٹیوبرز","رائی زومز","سکرز","کوئی نہیں","B","Additional",""
"Punjab Board","Class 9","Biology","Chapter 10","10.1 TYPES OF ASEXUAL REPRODUCTION","MCQ","Medium","1","In Bryophyllum, small plantlet that are much like tiny versions of the parent plant, are created along the:","برائی فائلم میں چھوٹے پلانٹ جوکہ پیرنٹ پلانٹ سے کسی بھی طرح کے ہوتے ہیں،اس کے ساتھ ہی بنائے جاتے ہیں:","Root tip","Edges of its leaves","Stem surface","All of these","جڑ کی ٹوک","اس کے پتوں کے کنارے","تنے کی سطح","یہ تمام","B","Additional",""
"Punjab Board","Class 9","Biology","Chapter 10","10.1 TYPES OF ASEXUAL REPRODUCTION","MCQ","Medium","1","Spores are produced in a structure known as:","سپورز ساخت میں پتےہیں جنہیں کہتے ہیں:","Capsule","Sporangium","Bud","Sporangiophore","کیپسول","سپورنجیم","بڈ","سپورنجیو فور","B","Additional",""
"Punjab Board","Class 9","Biology","Chapter 10","10.1 TYPES OF ASEXUAL REPRODUCTION","MCQ","Medium","1","The offspring from asexual reproduction in plants are likely to:","پودوں میں اے سیکشوئل ریپروڈکشن سے نئے پودے ملتے ہیں۔","Be more resistant that their parent to disease","Develop into a new variety","Grow bigger than their parent","Have the same flower colour as their parent","پیرنٹ سے آنے والی بیماری سے زیادہ مزاحمت کرتے ہیں","نئی ورائٹیز میں پیدا ہوتے ہیں","اپنے پیرنٹ سے زیادہ بڑھتے ہیں","پھول کا رنگ اپنے والدین جیسا رکھتے ہیں","D","Additional",""
"Punjab Board","Class 9","Biology","Chapter 10","10.1 TYPES OF ASEXUAL REPRODUCTION","MCQ","Medium","1","A horizontal underground stem with scale leavers and nodes is called:","ایک افقی تنا ہے جو زمین کے نیچے نوڈز اور پتوں کے سکیل رکھتاہے کہلاتا ہے:","Tuber","Bulb","Rhizome","Corm","ٹیوبر","بلب","رائی زوم","کورم","C","Additional",""
"Punjab Board","Class 9","Biology","Chapter 10","10.1 TYPES OF ASEXUAL REPRODUCTION","MCQ","Medium","1","In binary fission of amoeba, the offspring lack genetic variation because they:","امبیا کی بائنری فشن میں،اولاد میں جینیاتی تغیرات کی کمی ہےکیونکہ وہ:","Are limited in number","Are produced asexually","Are unicellular organisms","Contain a single chromosome","تعداد میں محدود ہیں","غیر جنسی طور پر پیدا ہوتے ہیں","یونی سلولر جاندار ہیں","ایک ہی کروموسوم پر مشتمل ہے","B","Additional",""
"Punjab Board","Class 9","Biology","Chapter 10","10.1 TYPES OF ASEXUAL REPRODUCTION","MCQ","Medium","1","Growing an entirely new plant from part of the original plant is called:","اصل پودے کے حصے سے نیا پودا اگانا کہلاتا ہے:","Budding","Regeneration","Fragmentation","Vegetative propagation","بڈنگ","ری جنریشن","فریگنٹیشن","ویجی ٹیٹو پروپیگیشن","D","Additional",""
"Punjab Board","Class 9","Biology","Chapter 10","10.1 TYPES OF ASEXUAL REPRODUCTION","MCQ","Medium","1","Rhizopus reproduces asexually by:","رائزوپس اے سیکشوئل ریپروڈکشن کرنا ہے بذریعہ:","Binary fission","Budding","Spore formation","Endospore formation","بائنری فشن","بلڈنگ","سپوربنا کر","اینڈو سپور بنا کر","C","Additional",""
"Punjab Board","Class 9","Biology","Chapter 10","10.1 TYPES OF ASEXUAL REPRODUCTION","MCQ","Medium","1","A corn develops into new garlic plant. This process of reproduction is called:","ایک کورم لہسن کے نئے پودے میں تیار ہوتاہے۔تولید کے اس عمل کے کہتے ہیں:","Vegetative propagation","Regeneration","Meiosis","Gametogensis","ویجی ٹیٹو پروپیگیشن","جنریشن","می اوسس","گیمیٹو جینیس","A","Additional",""
"Punjab Board","Class 9","Biology","Chapter 10","10.1 TYPES OF ASEXUAL REPRODUCTION","MCQ","Medium","1","During binary fission, the nucleus of parent organisms divides into two by:","بائنری فشن کے دوران، آبائی جانداروں کانیوکلیس دو میں تقسیم ہوتا ہےبذریعہ:","Sexual reproduction","Meiosis","Mitosis","Asexual reproduction","سیکشوئل​​​​​​​ ریپروڈکشن","می اوسس","مائی ٹوسس","اے سیکشوئل​​​​​​​ ریپروڈکشن","C","Additional",""
"Punjab Board","Class 9","Biology","Chapter 10","10.1 TYPES OF ASEXUAL REPRODUCTION","MCQ","Medium","1","In fungi the spore is covered by a thick wall called:","فنجائی میں سپورایک موٹی دیوار سے ڈھکاہوتاہےجسےکہتے ہیں۔","Sporangium","Sporophyte","Cyst","Endospores","سپورنیجیم","سپورونائٹ","سسٹ","اینڈوسپورز","C","Additional",""
"Punjab Board","Class 9","Biology","Chapter 10","10.1 TYPES OF ASEXUAL REPRODUCTION","MCQ","Medium","1","Spores which are formed inside bacterial cells are called:","بیکٹیریا کے سیلز کے اندر والے سپورز کو کہتے ہیں:","Cysts","Spores","Endospore","All of these","سسٹ","سپورز","اینڈوسپور","یہ تمام","C","Additional",""
"Punjab Board","Class 9","Biology","Chapter 10","10.1 TYPES OF ASEXUAL REPRODUCTION","MCQ","Medium","1","It reproduces by bulbs:","یہ بلبز کے ذریعے ریپروڈکشن کرتا ہے:","Garlic","Ginger","Ferms","Tulips","لہسن","ادرک","فرنز","گلِ لالہ","D","Additional",""
"Punjab Board","Class 9","Biology","Chapter 10","10.1 TYPES OF ASEXUAL REPRODUCTION","MCQ","Medium","1","That structure of Rhizopus which is include in reproduction are:","رائزوپس میں وہ ساخت جوری پروڈکشن میں شامل ہوتی ہے:","Bud","Node","Sporangium","All of these","بڈ","نوڈ","اسپورینجیم","یہ سب","C","Additional",""
"Punjab Board","Class 9","Biology","Chapter 10","10.2 ARTIFICIAL PROPAGATION","MCQ","Medium","1","Which one is an artificial vegetative propagation:","کونسی ایک مصنوعی ویجی ٹیٹو پروپیگیشن ہے:","Bulbs","Corms","Rhizomes","Grafting","بلبز","کورمز","رائی زومز","گرافٹنگ","D","Additional",""
"Punjab Board","Class 9","Biology","Chapter 10","10.2 ARTIFICIAL PROPAGATION","MCQ","Medium","1","The method in which humans humans produce new plants by using vegetative propagation of plant:","وہ طریقہ جس میں انسان پودے کی ویجی ٹیٹو پروپیگیشن استعمال کر کے نئے پودے بناتے ہیں:","Natural propagation","Artificial propagation","Both","None","قدرتی پروپیگیشن","مصنوعی پروپیگیشن","دونوں","کوئی نہیں","A","Additional",""
"Punjab Board","Class 9","Biology","Chapter 10","10.2 ARTIFICIAL PROPAGATION","MCQ","Medium","1","Roses and grape Vines are grown from:","گلاب اور انگور کی بیلیں اگائی ہیں:","Stem cuttings","Root cutting","Leaf cutting","None","تنےکی قلموں سے","جڑ کی قلموں","پتے کی قلموں سے","کوئی نہیں","A","Additional",""
"Punjab Board","Class 9","Biology","Chapter 10","10.2 ARTIFICIAL PROPAGATION","MCQ","Medium","1","Which method is used to increase crop production:","فصل کی پیداوار بڑھانے کے لیے کونسا طریقہ استعمال کیا جاتا ہے:","Artificial propagation","Natural propagation","Cutting","Grafting","مصنوعی پروپیگیشن","قدرتی پروپیگیشن","کٹنگ","گرافٹنگ","A","Additional",""
"Punjab Board","Class 9","Biology","Chapter 10","10.2 ARTIFICIAL PROPAGATION","MCQ","Medium","1","Which method is used to many ornamental trees of shrubs:","جھاڑیوں اور بہت سے آرائشی درختوں کےلیے کونسا طریقہ استعمال کیا جاتا ہے:","Cutting","Grafting","Both","None","کٹنگ","گرافٹنگ","دونوں","کوئی نہیں","B","Additional",""
"Punjab Board","Class 9","Biology","Chapter 10","10.2 ARTIFICIAL PROPAGATION","MCQ","Medium","1","Almond, Plum and cherries are reproduced by:","بادام،آلو بخارا،چیری بنتے ہیں بذریعہ:","Cutting","Grafting","Suckers","Bulbs","کٹنگ","سکرز","گرافٹنگ","کورم","A","Additional",""
"Punjab Board","Class 9","Biology","Chapter 10","10.2 ARTIFICIAL PROPAGATION","MCQ","Medium","1","In which one of the following method of artificial vegetative propagation, a new plant can be grown on another plant?","مصنوعی ویجی ٹیٹو پروپیگیشن کے مندرجہ ذیل طریقوں میں سے کس میں ایک نئے پودے کو دوسرے پودے پر اگایا جاتا ہے:","Cutting","Tissue culturing","Cloning","Grafting","کٹنگ","ٹشو کلچرنگ","کلوننگ","گرافٹنگ","D","Additional",""
"Punjab Board","Class 9","Biology","Chapter 10","10.3 SEXUAL REPRODUCTION IN PLANTS","MCQ","Medium","1","Which part of the flower is responsible for producing pollen?","پھول کا کون سا حصہ پولن پیدا کرنے کا ذمہ دار ہے؟","Stigma","Anther","Ovary","Petal","سٹگما","اینتھر","اووری","پٹیل","B","Exercise",""
"Punjab Board","Class 9","Biology","Chapter 10","10.3 SEXUAL REPRODUCTION IN PLANTS","MCQ","Medium","1","Which of the following is NOT a part of carpel?","مندرجہ ذیل میں سے کون سا کارپل کا حصہ نہیں ہے؟","Filament","Style","Stigma","Ovary","فلامنٹ","سٹائل","سٹگما","اووری","A","Exercise",""
"Punjab Board","Class 9","Biology","Chapter 10","10.3 SEXUAL REPRODUCTION IN PLANTS","MCQ","Medium","1","Which structure forms the female gametophyte in flowering plants?","پھول دار پودوں میں کون سی ساخت سے مادہ گیمیٹوفائٹ بنتا ہے؟","Pollen grain","Ovule","Anther","Sepal","پولن گرین","اوویول","اینتھر","سیپل","B","Exercise",""
"Punjab Board","Class 9","Biology","Chapter 10","10.3 SEXUAL REPRODUCTION IN PLANTS","MCQ","Medium","1","The male gametophyte in flowering plants is known as:","پھول دار پودوں میں نر گیمیٹو فائٹ کو کیا کہتے ہیں؟","Pollen grain","Embryo sac","Ovary","Carpel","پولن گرین","ایمبریو سیک","اووری","کارپل","A","Exercise",""
"Punjab Board","Class 9","Biology","Chapter 10","10.3 SEXUAL REPRODUCTION IN PLANTS","MCQ","Medium","1","In the life cycle of flowering plants, which structure is triploid (3n)?","پھول دار پودوں کے لائف سائیکل میں کون سی ساخت ٹریپلائڈ ہے؟","Egg","Fusion nucleus","Endosperm nucleus","Sperm","ایگ سیل","فیوژن نیوکلیس","اینڈوسپرم نیوکلیس","سپرم","C","Exercise",""
"Punjab Board","Class 9","Biology","Chapter 10","10.3 SEXUAL REPRODUCTION IN PLANTS","MCQ","Medium","1","Embryo sac is formed inside;","ایمبریو سیک کس ساخت کے اندر بنتا ہے:","Filament","Anther","Style","Ovule","فلامنٹ","اینتھر","سٹائل","اوویول","D","Exercise",""
"Punjab Board","Class 9","Biology","Chapter 10","10.3 SEXUAL REPRODUCTION IN PLANTS","MCQ","Medium","1","Double fertilization involves;","ڈبل فرٹیلائزیشن کا مطلب ہے:","Fertilization of the egg by two male gametes","Fertilization of two eggs in the same embryo sac by two sperms","Fertilization of the egg and the fusion nucleus by two sperms","Fertilization of the egg and the tube cell by two sperms","ایگ سیل کی دو گیمیٹس کے ذریعے فرٹیلائزیشن","ایک ہی ایمبریوسیک میں دو ایگ سیلز کی دو سپرمز کے ذریعہ فرٹیلائزیشن","ایگ سیل اور فیوژن نیوکلیس کی دو سپرمز کے ذریعہ فرٹیلائزیشن","ایگ سیل اور ٹیوب سیل کی دو سپرمز کے ذریعہ فرٹیلائزیشن","C","Exercise",""
"Punjab Board","Class 9","Biology","Chapter 10","10.3 SEXUAL REPRODUCTION IN PLANTS","MCQ","Medium","1","Which generation produces spores:","کونسی نسل سپورزپیدا کرتے ہیں:","Sporophyte","Gametophyte","Both","None","سپورفائٹ","گیمٹوفائٹ","دونوں","کوئی نہیں","A","Additional",""
"Punjab Board","Class 9","Biology","Chapter 10","10.3 SEXUAL REPRODUCTION IN PLANTS","MCQ","Medium","1","Female reproductive part of a flower is called:","پھول کا ری پروڈکٹیو حصہ ہے:","Androecium","Gynoecium","Calyx","Corolla","اینڈوشیم","گائی نیشم","کیلکس","کرولا","B","Additional",""
"Punjab Board","Class 9","Biology","Chapter 10","10.3 SEXUAL REPRODUCTION IN PLANTS","MCQ","Medium","1","The unit of androecium is:","اینڈونسیم کی اکائی ہے:","Stamen","Anther","Pollen grain","Gametes","سٹیمن","اینتھر","پولن کرینز","گیمٹس","A","Additional",""
"Punjab Board","Class 9","Biology","Chapter 10","10.3 SEXUAL REPRODUCTION IN PLANTS","MCQ","Medium","1","Calyx is aftermost whorl of flower and bears colour:","کیلکس سب سے بیرونی گھیرا ہے اور اس کا رنگ ہے:","Red","Green","Blue","White","سرخ","سبز","نیلا سفید","سفید","B","Additional",""
"Punjab Board","Class 9","Biology","Chapter 10","10.3 SEXUAL REPRODUCTION IN PLANTS","MCQ","Medium","1","Unit of corolla is called:","کرولاکی اکائی کہلاتی ہے:","Carpals","Petals","Stamens","Sepals","کارپلز","پیٹلز","سٹیمنز","سیپلز","B","Additional",""
